assessment_id,enrollment_id,assessment_type,assessment_score,assessment_date
8188,5023,Pre,51,2026-04-25
8189,5023,Post,56,2026-05-21
8190,5025,Pre,64,2024-04-01
8191,5025,Post,83,2024-04-21
8192,5026,Pre,67,2026-08-02
8193,5026,Post,78,2026-08-21
8194,5027,Pre,66,2025-01-25
8195,5027,Post,78,2025-02-03
8196,5028,Pre,56,2024-02-07
8197,5028,Post,67,2024-02-24
8198,5029,Pre,46,2024-07-04
8199,5030,Pre,58,2024-11-08
8200,5030,Post,69,2024-11-25
8201,5031,Pre,63,2026-03-28
8202,5031,Post,68,2026-04-21
8203,5032,Pre,60,2026-07-06
8204,5032,Post,76,2026-07-20
8205,5033,Pre,70,2024-04-16
8206,5033,Post,87,2024-05-13
8207,5034,Pre,87,2026-07-25
8208,5034,Post,85,2026-08-19
8209,5035,Pre,60,2026-06-16
8210,5035,Post,92,2026-06-22
8211,5036,Pre,73,2024-12-09
8212,5036,Post,80,2025-01-07
8213,5037,Pre,44,2025-04-22
8214,5037,Post,54,2025-05-03
8215,5038,Pre,58,2026-01-17
8216,5039,Pre,69,2025-08-23
8217,5039,Post,78,2025-09-08
8218,5040,Pre,45,2025-12-05
8219,5040,Post,54,2025-12-29
8220,5041,Pre,65,2026-02-11
8221,5041,Post,76,2026-03-10
8222,5042,Pre,64,2025-09-11
8223,5042,Post,78,2025-09-29
8224,5044,Pre,65,2025-08-28
8225,5044,Post,77,2025-09-05
8226,5045,Pre,83,2024-07-18
8227,5046,Pre,68,2026-06-23
8228,5046,Post,76,2026-07-03
8229,5047,Pre,62,2025-05-16
8230,5047,Post,78,2025-06-08
8231,5048,Pre,67,2026-04-01
8232,5049,Pre,49,2026-04-07
8233,5050,Pre,62,2025-06-14
8234,5050,Post,65,2025-07-13
8235,5051,Pre,68,2024-09-22
8236,5052,Pre,51,2025-03-29
8237,5053,Pre,79,2025-10-05
8238,5054,Pre,84,2025-03-29
8239,5055,Pre,74,2024-02-06
8240,5055,Post,89,2024-02-15
8241,5056,Pre,62,2025-01-08
8242,5056,Post,73,2025-01-29
8243,5057,Pre,63,2024-01-06
8244,5057,Post,72,2024-01-19
8245,5058,Pre,52,2025-06-20
8246,5058,Post,60,2025-07-05
8247,5059,Pre,54,2025-09-30
8248,5059,Post,69,2025-10-07
8249,5060,Pre,52,2026-04-14
8250,5060,Post,63,2026-05-06
8251,5062,Pre,68,2024-08-23
8252,5062,Post,84,2024-09-04
8253,5063,Pre,49,2026-08-05
8254,5063,Post,59,2026-08-16
8255,5064,Pre,62,2024-05-03
8256,5064,Post,79,2024-05-27
8257,5065,Pre,52,2026-01-28
8258,5065,Post,72,2026-02-25
8259,5066,Pre,72,2026-03-10
8260,5066,Post,85,2026-03-22
8261,5067,Pre,46,2026-04-02
8262,5068,Pre,58,2026-01-09
8263,5069,Pre,47,2025-12-24
8264,5069,Post,63,2026-01-05
8265,5070,Pre,69,2026-04-01
8266,5071,Pre,88,2025-06-12
8267,5071,Post,93,2025-07-03
8268,5072,Pre,75,2025-03-18
8269,5072,Post,84,2025-04-01
8270,5073,Pre,46,2024-10-14
8271,5073,Post,47,2024-10-27
8272,5075,Pre,72,2026-02-02
8273,5075,Post,74,2026-02-10
8274,5076,Pre,54,2024-05-19
8275,5077,Pre,49,2025-08-07
8276,5077,Post,56,2025-08-22
8277,5078,Pre,64,2024-05-30
8278,5079,Pre,67,2025-08-12
8279,5079,Post,75,2025-08-16
8280,5080,Pre,51,2024-01-22
8281,5080,Post,54,2024-02-08
8282,5081,Pre,38,2026-04-03
8283,5081,Post,63,2026-05-02
8284,5082,Pre,61,2024-04-27
8285,5082,Post,71,2024-05-17
8286,5083,Pre,61,2025-04-17
8287,5083,Post,61,2025-05-11
8288,5085,Pre,54,2025-03-13
8289,5085,Post,68,2025-03-26
8290,5086,Pre,49,2025-04-02
8291,5087,Pre,58,2025-04-29
8292,5087,Post,63,2025-05-10
8293,5088,Pre,59,2026-04-07
8294,5089,Pre,62,2025-10-18
8295,5089,Post,69,2025-11-07
8296,5090,Pre,54,2025-04-23
8297,5090,Post,65,2025-05-17
8298,5091,Pre,68,2024-12-08
8299,5091,Post,72,2024-12-28
8300,5092,Pre,53,2025-10-13
8301,5093,Pre,54,2024-05-02
8302,5094,Pre,55,2026-06-23
8303,5094,Post,65,2026-07-08
8304,5095,Pre,58,2024-04-22
8305,5095,Post,75,2024-05-15
8306,5096,Pre,39,2025-09-04
8307,5096,Post,44,2025-09-26
8308,5097,Pre,61,2025-11-19
8309,5097,Post,86,2025-12-18
8310,5098,Pre,56,2026-07-24
8311,5098,Post,79,2026-08-14
8312,5099,Pre,48,2024-01-10
8313,5099,Post,55,2024-02-05
8314,5100,Pre,63,2024-01-12
8315,5100,Post,74,2024-01-22
8316,5101,Pre,78,2026-04-01
8317,5103,Pre,56,2024-02-11
8318,5103,Post,68,2024-02-29
8319,5104,Pre,67,2025-07-04
8320,5104,Post,84,2025-07-21
8321,5105,Pre,52,2024-10-02
8322,5105,Post,62,2024-10-13
8323,5106,Pre,43,2024-09-17
8324,5106,Post,68,2024-10-17
8325,5108,Pre,66,2025-12-07
8326,5108,Post,85,2025-12-22
8327,5109,Pre,50,2024-05-12
8328,5109,Post,73,2024-06-03
8329,5110,Pre,38,2024-07-12
8330,5110,Post,58,2024-07-31
8331,5111,Pre,54,2025-06-02
8332,5111,Post,64,2025-06-25
8333,5112,Pre,60,2024-09-19
8334,5112,Post,68,2024-09-26
8335,5113,Pre,69,2025-06-15
8336,5113,Post,78,2025-07-08
8337,5115,Pre,60,2025-07-29
8338,5115,Post,66,2025-08-16
8339,5116,Pre,43,2024-01-25
8340,5116,Post,53,2024-02-03
8341,5117,Pre,54,2025-04-17
8342,5117,Post,62,2025-05-03
8343,5118,Pre,51,2025-12-31
8344,5119,Pre,54,2025-10-01
8345,5120,Pre,71,2024-06-11
8346,5120,Post,84,2024-07-07
8347,5122,Pre,54,2025-01-25
8348,5122,Post,64,2025-01-30
8349,5123,Pre,49,2026-07-01
8350,5123,Post,45,2026-07-13
8351,5124,Pre,67,2025-02-13
8352,5124,Post,80,2025-02-19
8353,5125,Pre,83,2025-09-03
8354,5125,Post,92,2025-09-12
8355,5126,Pre,70,2026-04-04
8356,5127,Pre,46,2025-11-30
8357,5127,Post,50,2025-12-11
8358,5129,Pre,61,2024-04-05
8359,5129,Post,70,2024-04-21
8360,5130,Pre,49,2024-05-11
8361,5130,Post,65,2024-06-07
8362,5131,Pre,75,2025-12-17
8363,5131,Post,90,2026-01-13
8364,5132,Pre,59,2025-06-13
8365,5132,Post,71,2025-06-18
8366,5133,Pre,70,2024-05-07
8367,5135,Pre,64,2024-10-31
8368,5135,Post,69,2024-11-24
8369,5136,Pre,61,2025-06-12
8370,5136,Post,81,2025-07-14
8371,5137,Pre,51,2025-04-02
8372,5138,Pre,67,2026-02-05
8373,5138,Post,88,2026-03-06
8374,5139,Pre,55,2024-12-01
8375,5139,Post,67,2024-12-09
8376,5140,Pre,44,2025-07-02
8377,5140,Post,66,2025-07-12
8378,5141,Pre,68,2026-02-22
8379,5141,Post,85,2026-03-04
8380,5142,Pre,54,2026-05-22
8381,5142,Post,63,2026-06-04
8382,5143,Pre,61,2025-05-31
8383,5143,Post,75,2025-06-13
8384,5144,Pre,52,2025-12-03
8385,5144,Post,67,2025-12-24
8386,5145,Pre,65,2026-01-11
8387,5145,Post,74,2026-01-26
8388,5147,Pre,78,2026-01-15
8389,5148,Pre,69,2026-05-15
8390,5148,Post,83,2026-06-12
8391,5149,Pre,48,2024-04-15
8392,5149,Post,55,2024-04-30
8393,5150,Pre,80,2026-02-19
8394,5150,Post,93,2026-03-15
8395,5151,Pre,68,2024-04-27
8396,5152,Pre,42,2024-02-01
8397,5152,Post,46,2024-02-10
8398,5153,Pre,66,2025-02-20
8399,5153,Post,78,2025-02-27
8400,5154,Pre,82,2024-01-28
8401,5154,Post,85,2024-02-12
8402,5157,Pre,46,2025-06-04
8403,5157,Post,61,2025-06-11
8404,5158,Pre,60,2024-05-17
8405,5158,Post,64,2024-06-07
8406,5159,Pre,71,2024-11-03
8407,5159,Post,85,2024-11-25
8408,5160,Pre,66,2025-05-19
8409,5160,Post,78,2025-06-10
8410,5161,Pre,67,2024-10-17
8411,5162,Pre,65,2025-06-10
8412,5162,Post,79,2025-06-29
8413,5163,Pre,68,2026-04-10
8414,5163,Post,75,2026-05-03
8415,5164,Pre,52,2024-01-18
8416,5164,Post,59,2024-02-14
8417,5165,Pre,66,2026-07-03
8418,5165,Post,72,2026-07-14
8419,5166,Pre,55,2025-08-05
8420,5166,Post,66,2025-08-23
8421,5167,Pre,56,2026-08-02
8422,5167,Post,56,2026-08-07
8423,5168,Pre,47,2024-07-21
8424,5168,Post,60,2024-08-04
8425,5169,Pre,61,2026-05-15
8426,5169,Post,74,2026-05-23
8427,5170,Pre,64,2024-08-14
8428,5170,Post,71,2024-08-20
8429,5171,Pre,53,2025-04-06
8430,5171,Post,66,2025-04-26
8431,5172,Pre,41,2024-01-22
8432,5172,Post,53,2024-01-31
8433,5174,Pre,52,2025-05-09
8434,5174,Post,73,2025-05-21
8435,5175,Pre,53,2024-10-16
8436,5176,Pre,65,2025-10-04
8437,5176,Post,82,2025-10-17
8438,5177,Pre,60,2025-10-14
8439,5178,Pre,66,2025-01-08
8440,5178,Post,65,2025-01-22
8441,5179,Pre,44,2024-12-30
8442,5179,Post,64,2025-01-15
8443,5180,Pre,54,2026-08-03
8444,5180,Post,60,2026-08-13
8445,5182,Pre,70,2025-01-16
8446,5184,Pre,64,2025-06-05
8447,5184,Post,75,2025-07-04
8448,5185,Pre,59,2024-01-08
8449,5185,Post,73,2024-02-08
8450,5186,Pre,59,2024-01-31
8451,5186,Post,62,2024-02-28
8452,5187,Pre,64,2024-07-24
8453,5187,Post,89,2024-08-03
8454,5188,Pre,56,2025-11-27
8455,5188,Post,52,2025-12-09
8456,5189,Pre,43,2025-10-02
8457,5189,Post,63,2025-10-22
8458,5190,Pre,53,2025-02-04
8459,5190,Post,72,2025-02-12
8460,5191,Pre,33,2025-11-29
8461,5192,Pre,45,2025-11-27
8462,5192,Post,71,2025-12-21
8463,5193,Pre,48,2026-06-23
8464,5193,Post,64,2026-07-11
8465,5194,Pre,84,2025-11-26
8466,5194,Post,95,2025-12-05
8467,5195,Pre,77,2026-03-20
8468,5196,Pre,67,2024-04-05
8469,5196,Post,76,2024-04-16
8470,5197,Pre,66,2025-02-19
8471,5197,Post,80,2025-02-28
8472,5198,Pre,65,2025-12-03
8473,5198,Post,75,2025-12-15
8474,5199,Pre,80,2025-08-07
8475,5199,Post,100,2025-08-30
8476,5200,Pre,59,2026-07-20
8477,5200,Post,67,2026-08-18
8478,5201,Pre,33,2025-07-27
8479,5201,Post,46,2025-08-19
8480,5202,Pre,88,2024-03-05
8481,5202,Post,89,2024-03-26
8482,5204,Pre,69,2026-02-09
8483,5205,Pre,72,2025-02-17
8484,5205,Post,81,2025-03-02
8485,5206,Pre,60,2024-05-18
8486,5207,Pre,53,2025-06-08
8487,5207,Post,63,2025-06-20
8488,5208,Pre,51,2026-02-23
8489,5208,Post,65,2026-03-16
8490,5209,Pre,52,2026-01-15
8491,5210,Pre,63,2024-01-31
8492,5210,Post,78,2024-02-25
8493,5211,Pre,69,2025-12-01
8494,5212,Pre,69,2026-04-20
8495,5212,Post,71,2026-05-01
8496,5213,Pre,57,2025-10-28
8497,5213,Post,65,2025-11-03
8498,5214,Pre,70,2025-04-30
8499,5214,Post,87,2025-05-15
8500,5215,Pre,73,2024-06-21
8501,5215,Post,79,2024-07-12
8502,5217,Pre,51,2025-09-16
8503,5217,Post,68,2025-10-15
8504,5218,Pre,55,2024-12-08
8505,5218,Post,65,2025-01-07
8506,5219,Pre,56,2025-03-23
8507,5219,Post,66,2025-04-17
8508,5220,Pre,59,2024-10-12
8509,5220,Post,68,2024-10-24
8510,5221,Pre,32,2026-03-23
8511,5221,Post,39,2026-03-27
8512,5222,Pre,51,2025-08-01
8513,5223,Pre,50,2025-08-26
8514,5223,Post,62,2025-09-16
8515,5224,Pre,26,2025-06-15
8516,5224,Post,32,2025-06-21
8517,5225,Pre,57,2024-07-05
8518,5226,Pre,59,2024-05-29
8519,5226,Post,68,2024-06-30
8520,5227,Pre,68,2026-06-21
8521,5227,Post,92,2026-07-04
8522,5228,Pre,58,2024-05-20
8523,5228,Post,59,2024-05-24
8524,5229,Pre,47,2024-08-23
8525,5229,Post,59,2024-09-13
8526,5230,Pre,52,2025-01-31
8527,5230,Post,65,2025-02-07
8528,5231,Pre,63,2025-05-18
8529,5234,Pre,64,2025-08-21
8530,5234,Post,79,2025-09-20
8531,5235,Pre,48,2025-11-22
8532,5236,Pre,71,2026-04-19
8533,5236,Post,83,2026-05-19
8534,5237,Pre,56,2025-04-16
8535,5237,Post,69,2025-05-10
8536,5238,Pre,40,2026-06-26
8537,5238,Post,52,2026-07-04
8538,5239,Pre,53,2026-07-27
8539,5239,Post,65,2026-08-25
8540,5240,Pre,56,2024-09-24
8541,5240,Post,70,2024-10-18
8542,5242,Pre,50,2025-01-11
8543,5242,Post,56,2025-01-23
8544,5243,Pre,51,2024-07-16
8545,5244,Pre,61,2024-02-13
8546,5244,Post,83,2024-02-23
8547,5245,Pre,57,2025-06-06
8548,5245,Post,70,2025-06-17
8549,5246,Pre,78,2026-06-05
8550,5246,Post,92,2026-06-11
8551,5247,Pre,72,2025-10-08
8552,5247,Post,87,2025-10-31
8553,5249,Pre,49,2025-02-22
8554,5249,Post,54,2025-03-03
8555,5250,Pre,56,2026-06-19
8556,5251,Pre,40,2024-03-30
8557,5251,Post,50,2024-04-13
8558,5252,Pre,55,2024-07-09
8559,5252,Post,61,2024-08-06
8560,5253,Pre,62,2026-07-09
8561,5253,Post,70,2026-08-02
8562,5254,Pre,66,2025-05-16
8563,5254,Post,73,2025-06-19
8564,5255,Pre,78,2024-10-12
8565,5255,Post,92,2024-10-26
8566,5256,Pre,58,2025-02-15
8567,5256,Post,86,2025-03-20
8568,5257,Pre,49,2024-03-20
8569,5258,Pre,62,2025-01-07
8570,5258,Post,87,2025-02-03
8571,5259,Pre,55,2024-12-23
8572,5259,Post,67,2025-01-17
8573,5260,Pre,57,2024-10-29
8574,5260,Post,62,2024-11-27
8575,5261,Pre,66,2025-09-04
8576,5261,Post,79,2025-09-14
8577,5262,Pre,71,2024-07-03
8578,5262,Post,76,2024-07-28
8579,5263,Pre,55,2024-04-25
8580,5264,Pre,58,2025-05-30
8581,5265,Pre,48,2026-06-07
8582,5265,Post,53,2026-06-27
8583,5266,Pre,66,2026-01-29
8584,5266,Post,78,2026-02-07
8585,5267,Pre,53,2024-03-19
8586,5267,Post,70,2024-04-20
8587,5268,Pre,65,2024-05-23
8588,5268,Post,68,2024-06-11
8589,5270,Pre,71,2024-04-22
8590,5270,Post,71,2024-05-13
8591,5271,Pre,48,2024-06-07
8592,5271,Post,57,2024-06-16
8593,5272,Pre,64,2025-03-30
8594,5272,Post,71,2025-04-29
8595,5273,Pre,69,2025-03-11
8596,5273,Post,89,2025-04-04
8597,5274,Pre,85,2024-08-14
8598,5274,Post,100,2024-08-24
8599,5275,Pre,65,2024-12-30
8600,5275,Post,78,2025-01-03
8601,5276,Pre,50,2024-09-13
8602,5276,Post,59,2024-10-01
8603,5278,Pre,67,2024-09-04
8604,5278,Post,86,2024-09-27
8605,5279,Pre,45,2025-04-10
8606,5281,Pre,40,2026-05-12
8607,5282,Pre,67,2025-05-14
8608,5282,Post,78,2025-06-05
8609,5283,Pre,54,2024-03-18
8610,5284,Pre,63,2025-12-15
8611,5284,Post,73,2026-01-08
8612,5285,Pre,57,2025-09-05
8613,5285,Post,66,2025-09-12
8614,5286,Pre,61,2026-03-29
8615,5287,Pre,80,2026-02-17
8616,5287,Post,89,2026-03-02
8617,5288,Pre,79,2025-01-14
8618,5288,Post,98,2025-01-28
8619,5290,Pre,33,2024-12-04
8620,5290,Post,47,2024-12-07
8621,5291,Pre,44,2024-10-30
8622,5291,Post,48,2024-11-07
8623,5292,Pre,64,2024-02-02
8624,5292,Post,72,2024-02-12
8625,5293,Pre,68,2025-02-26
8626,5294,Pre,48,2026-08-09
8627,5294,Post,62,2026-09-06
8628,5295,Pre,55,2024-05-26
8629,5296,Pre,76,2026-03-04
8630,5296,Post,100,2026-03-14
8631,5297,Pre,77,2025-07-11
8632,5297,Post,86,2025-08-09
8633,5298,Pre,54,2025-09-13
8634,5298,Post,63,2025-10-02
8635,5299,Pre,63,2026-01-10
8636,5299,Post,71,2026-01-31
8637,5300,Pre,62,2024-01-07
8638,5300,Post,75,2024-02-06
8639,5301,Pre,41,2024-11-05
8640,5301,Post,46,2024-12-03
8641,5302,Pre,76,2025-08-14
8642,5303,Pre,60,2025-02-19
8643,5304,Pre,52,2026-08-09
8644,5304,Post,65,2026-09-05
8645,5305,Pre,76,2026-03-16
8646,5305,Post,91,2026-04-14
8647,5306,Pre,65,2024-04-23
8648,5307,Pre,54,2026-06-13
8649,5307,Post,65,2026-07-06
8650,5308,Pre,40,2026-04-04
8651,5308,Post,53,2026-04-16
8652,5309,Pre,47,2026-04-19
8653,5309,Post,60,2026-05-06
8654,5310,Pre,69,2026-05-10
8655,5311,Pre,57,2024-04-21
8656,5311,Post,67,2024-05-14
8657,5312,Pre,57,2024-12-29
8658,5312,Post,64,2025-01-17
8659,5313,Pre,67,2025-12-06
8660,5314,Pre,63,2025-12-19
8661,5314,Post,79,2025-12-26
8662,5315,Pre,63,2025-01-06
8663,5316,Pre,42,2025-01-22
8664,5316,Post,70,2025-02-16
8665,5317,Pre,58,2025-10-28
8666,5317,Post,76,2025-11-21
8667,5318,Pre,70,2025-01-19
8668,5318,Post,84,2025-02-06
8669,5319,Pre,58,2025-12-31
8670,5320,Pre,63,2025-01-29
8671,5320,Post,84,2025-02-26
8672,5322,Pre,66,2026-01-27
8673,5322,Post,79,2026-02-09
8674,5323,Pre,45,2025-04-23
8675,5323,Post,60,2025-05-13
8676,5324,Pre,55,2025-01-26
8677,5325,Pre,51,2025-02-05
8678,5325,Post,59,2025-02-09
8679,5326,Pre,59,2025-10-25
8680,5326,Post,68,2025-11-03
8681,5327,Pre,62,2024-07-05
8682,5327,Post,70,2024-07-25
8683,5328,Pre,58,2025-02-24
8684,5328,Post,67,2025-03-07
8685,5329,Pre,56,2025-11-04
8686,5329,Post,67,2025-12-02
8687,5330,Pre,47,2024-05-04
8688,5330,Post,55,2024-05-22
8689,5331,Pre,59,2026-01-27
8690,5331,Post,68,2026-02-17
8691,5332,Pre,59,2024-08-13
8692,5332,Post,70,2024-08-15
8693,5333,Pre,42,2025-08-26
8694,5333,Post,48,2025-09-18
8695,5334,Pre,64,2024-03-09
8696,5334,Post,77,2024-03-17
8697,5335,Pre,50,2024-05-19
8698,5335,Post,54,2024-06-02
8699,5336,Pre,59,2024-01-25
8700,5336,Post,63,2024-03-02
8701,5337,Pre,38,2025-06-20
8702,5337,Post,49,2025-07-11
8703,5338,Pre,51,2024-02-20
8704,5338,Post,62,2024-03-16
8705,5339,Pre,51,2025-12-15
8706,5339,Post,62,2025-12-24
8707,5340,Pre,56,2024-04-17
8708,5340,Post,63,2024-05-02
8709,5341,Pre,59,2026-01-22
8710,5341,Post,69,2026-02-08
8711,5342,Pre,83,2025-05-17
8712,5342,Post,84,2025-06-10
8713,5343,Pre,60,2025-01-05
8714,5343,Post,71,2025-02-01
8715,5344,Pre,56,2025-08-30
8716,5345,Pre,75,2026-06-05
8717,5346,Pre,65,2024-07-28
8718,5346,Post,84,2024-08-14
8719,5347,Pre,81,2026-05-03
8720,5347,Post,89,2026-05-28
8721,5348,Pre,50,2024-10-16
8722,5349,Pre,56,2024-06-27
8723,5349,Post,69,2024-07-04
8724,5350,Pre,68,2025-03-10
8725,5350,Post,70,2025-03-24
8726,5351,Pre,74,2025-06-21
8727,5351,Post,89,2025-07-13
8728,5352,Pre,49,2024-05-03
8729,5352,Post,56,2024-06-01
8730,5353,Pre,53,2025-05-23
8731,5353,Post,62,2025-06-10
8732,5354,Pre,55,2025-05-26
8733,5354,Post,66,2025-06-05
8734,5356,Pre,82,2024-12-07
8735,5356,Post,97,2024-12-22
8736,5357,Pre,63,2025-01-16
8737,5357,Post,66,2025-02-08
8738,5358,Pre,51,2024-05-07
8739,5358,Post,64,2024-05-15
8740,5359,Pre,59,2024-03-23
8741,5359,Post,70,2024-03-30
8742,5360,Pre,54,2024-09-17
8743,5360,Post,63,2024-10-09
8744,5361,Pre,57,2026-04-09
8745,5361,Post,69,2026-05-03
8746,5362,Pre,63,2025-08-22
8747,5362,Post,73,2025-09-01
8748,5363,Pre,58,2024-02-08
8749,5363,Post,79,2024-02-17
8750,5364,Pre,58,2025-05-04
8751,5364,Post,73,2025-05-13
8752,5365,Pre,43,2025-06-27
8753,5365,Post,56,2025-07-27
8754,5366,Pre,65,2025-05-03
8755,5366,Post,83,2025-05-15
8756,5367,Pre,34,2024-07-01
8757,5367,Post,40,2024-07-11
8758,5368,Pre,71,2025-11-22
8759,5368,Post,87,2025-12-15
8760,5369,Pre,57,2025-05-06
8761,5369,Post,69,2025-05-13
8762,5370,Pre,65,2025-02-16
8763,5370,Post,71,2025-03-12
8764,5371,Pre,63,2026-02-02
8765,5371,Post,79,2026-02-24
8766,5372,Pre,61,2024-06-18
8767,5373,Pre,72,2024-03-25
8768,5373,Post,81,2024-04-12
8769,5375,Pre,65,2025-10-28
8770,5375,Post,76,2025-11-27
8771,5376,Pre,69,2025-01-17
8772,5377,Pre,42,2024-11-19
8773,5377,Post,45,2024-12-09
8774,5378,Pre,63,2026-01-12
8775,5378,Post,78,2026-02-05
8776,5379,Pre,68,2024-07-27
8777,5379,Post,72,2024-08-05
8778,5380,Pre,66,2024-11-05
8779,5380,Post,79,2024-11-17
8780,5381,Pre,62,2026-08-05
8781,5381,Post,73,2026-08-13
8782,5382,Pre,54,2024-12-26
8783,5382,Post,64,2025-01-18
8784,5383,Pre,62,2025-04-15
8785,5383,Post,67,2025-05-06
8786,5384,Pre,61,2026-01-20
8787,5385,Pre,67,2026-05-25
8788,5385,Post,76,2026-06-18
8789,5386,Pre,60,2024-07-09
8790,5387,Pre,38,2025-08-13
8791,5387,Post,56,2025-09-07
8792,5388,Pre,47,2026-03-20
8793,5388,Post,47,2026-03-22
8794,5389,Pre,65,2024-11-18
8795,5389,Post,74,2024-12-05
8796,5390,Pre,39,2024-08-21
8797,5391,Pre,58,2024-10-06
8798,5391,Post,68,2024-10-14
8799,5392,Pre,42,2024-03-10
8800,5392,Post,48,2024-03-20
8801,5393,Pre,64,2026-02-05
8802,5393,Post,73,2026-02-17
8803,5394,Pre,49,2024-10-12
8804,5395,Pre,67,2024-01-02
8805,5395,Post,83,2024-01-28
8806,5396,Pre,62,2025-07-12
8807,5398,Pre,64,2024-06-08
8808,5399,Pre,55,2024-09-08
8809,5399,Post,65,2024-09-23
8810,5400,Pre,84,2026-03-26
8811,5400,Post,95,2026-04-20
8812,5401,Pre,47,2024-11-28
8813,5401,Post,71,2024-12-09
8814,5402,Pre,56,2025-04-14
8815,5402,Post,70,2025-04-27
8816,5403,Pre,64,2026-05-07
8817,5403,Post,77,2026-06-07
8818,5404,Pre,65,2024-11-05
8819,5405,Pre,67,2024-10-17
8820,5405,Post,77,2024-10-24
8821,5406,Pre,48,2024-05-06
8822,5407,Pre,71,2026-03-23
8823,5407,Post,79,2026-04-19
8824,5408,Pre,68,2025-11-10
8825,5408,Post,82,2025-12-01
8826,5409,Pre,76,2026-05-30
8827,5409,Post,75,2026-06-17
8828,5410,Pre,74,2024-08-22
8829,5410,Post,86,2024-09-09
8830,5411,Pre,62,2026-03-31
8831,5411,Post,79,2026-04-18
8832,5412,Pre,60,2025-04-28
8833,5412,Post,71,2025-05-23
8834,5413,Pre,66,2024-02-21
8835,5414,Pre,59,2025-06-22
8836,5415,Pre,57,2025-08-14
8837,5416,Pre,38,2024-07-13
8838,5416,Post,54,2024-07-25
8839,5417,Pre,76,2026-01-25
8840,5417,Post,89,2026-02-04
8841,5418,Pre,60,2024-06-18
8842,5418,Post,67,2024-06-23
8843,5419,Pre,41,2024-03-09
8844,5419,Post,49,2024-03-17
8845,5420,Pre,76,2025-03-22
8846,5420,Post,82,2025-03-29
8847,5421,Pre,53,2026-07-18
8848,5421,Post,64,2026-07-27
8849,5422,Pre,69,2024-07-20
8850,5422,Post,92,2024-08-08
8851,5423,Pre,55,2024-05-23
8852,5423,Post,61,2024-06-17
8853,5425,Pre,78,2024-11-23
8854,5425,Post,82,2024-12-14
8855,5426,Pre,59,2025-11-13
8856,5426,Post,63,2025-12-03
8857,5427,Pre,59,2024-03-01
8858,5427,Post,78,2024-03-18
8859,5428,Pre,57,2025-08-29
8860,5428,Post,71,2025-09-06
8861,5429,Pre,56,2024-04-28
8862,5429,Post,62,2024-05-05
8863,5430,Pre,53,2025-08-07
8864,5430,Post,61,2025-08-31
8865,5431,Pre,61,2024-10-24
8866,5431,Post,72,2024-10-28
8867,5432,Pre,31,2026-04-15
8868,5432,Post,48,2026-05-04
8869,5433,Pre,58,2026-07-11
8870,5433,Post,68,2026-07-23
8871,5434,Pre,56,2026-05-25
8872,5434,Post,73,2026-06-14
8873,5435,Pre,56,2024-05-03
8874,5436,Pre,47,2024-04-20
8875,5436,Post,61,2024-04-26
8876,5437,Pre,79,2026-07-12
8877,5437,Post,100,2026-07-29
8878,5439,Pre,55,2025-02-04
8879,5439,Post,59,2025-02-25
8880,5440,Pre,42,2025-12-08
8881,5440,Post,60,2025-12-25
8882,5441,Pre,64,2025-09-06
8883,5441,Post,71,2025-09-29
8884,5442,Pre,44,2025-11-15
8885,5442,Post,62,2025-12-09
8886,5443,Pre,45,2025-03-02
8887,5443,Post,63,2025-03-20
8888,5445,Pre,48,2026-03-25
8889,5445,Post,58,2026-04-02
8890,5446,Pre,68,2026-07-02
8891,5446,Post,90,2026-07-13
8892,5447,Pre,61,2026-06-22
8893,5447,Post,65,2026-06-30
8894,5448,Pre,59,2026-06-17
8895,5448,Post,71,2026-06-27
8896,5449,Pre,74,2024-10-23
8897,5449,Post,76,2024-11-02
8898,5450,Pre,46,2024-01-13
8899,5452,Pre,70,2025-02-06
8900,5452,Post,76,2025-02-13
8901,5453,Pre,52,2026-03-10
8902,5453,Post,70,2026-03-21
8903,5455,Pre,65,2024-09-04
8904,5455,Post,84,2024-09-24
8905,5456,Pre,57,2025-04-03
8906,5456,Post,76,2025-04-09
8907,5459,Pre,63,2025-07-02
8908,5459,Post,84,2025-07-28
8909,5460,Pre,77,2025-12-26
8910,5460,Post,84,2026-01-12
8911,5461,Pre,63,2025-07-06
8912,5461,Post,78,2025-07-29
8913,5462,Pre,42,2024-03-17
8914,5462,Post,57,2024-04-12
8915,5463,Pre,74,2024-10-26
8916,5464,Pre,67,2026-05-02
8917,5464,Post,78,2026-05-09
8918,5465,Pre,59,2026-05-24
8919,5465,Post,76,2026-06-21
8920,5466,Pre,87,2026-02-11
8921,5466,Post,95,2026-03-05
8922,5467,Pre,29,2024-10-17
8923,5468,Pre,57,2024-12-18
8924,5468,Post,61,2025-01-02
8925,5469,Pre,56,2024-03-07
8926,5469,Post,61,2024-04-07
8927,5470,Pre,62,2025-08-29
8928,5470,Post,78,2025-09-19
8929,5471,Pre,52,2026-05-14
8930,5471,Post,55,2026-06-10
8931,5472,Pre,58,2025-12-31
8932,5472,Post,74,2026-01-24
8933,5473,Pre,58,2024-08-12
8934,5473,Post,72,2024-08-21
8935,5475,Pre,78,2025-01-25
8936,5475,Post,85,2025-02-27
8937,5476,Pre,54,2026-05-04
8938,5476,Post,63,2026-06-05
8939,5478,Pre,62,2024-10-07
